Train Accuracy,Train Loss,Test Accuracy,Test Loss
32.93426513671875,12.11174201965332,28.33040428161621,8.187368392944336
54.705352783203125,1.8219366073608398,64.21792602539062,147.52627563476562
57.81229782104492,1.5293828248977661,64.21792602539062,17.460886001586914
47.18513107299805,1.1027354001998901,62.256591796875,11.1646728515625
50.43009567260742,0.9721612930297852,64.21792602539062,2.012209415435791
57.38862609863281,0.9548181295394897,63.41652297973633,1.3936290740966797
54.27526092529297,0.9571129083633423,64.21792602539062,1.3283312320709229
55.37937927246094,0.9441719055175781,64.21792602539062,1.1552419662475586
52.43933868408203,0.9509413242340088,64.21792602539062,1.0585062503814697
55.668251037597656,0.9503393173217773,64.21792602539062,1.0498270988464355
56.82693862915039,0.9607437252998352,64.21792602539062,1.0978121757507324
55.719600677490234,0.948219895362854,64.21792602539062,1.1249535083770752
53.62690734863281,0.9553495645523071,64.21792602539062,1.0051147937774658
57.154319763183594,0.9381425976753235,64.21792602539062,0.979792594909668
57.622928619384766,0.9510478973388672,64.21792602539062,1.0304083824157715
52.32699966430664,0.9376840591430664,64.21792602539062,1.032111406326294
55.880088806152344,0.9513236284255981,64.21792602539062,0.9507412910461426
58.38362121582031,0.9566739201545715,64.21792602539062,0.9610097408294678
54.53203201293945,0.9821280241012573,64.21792602539062,1.0090150833129883
53.113365173339844,0.922818124294281,64.21792602539062,1.01304030418396
